Variable,Time,Shock,Median,Lower,Upper
log(GDP),16,OilPrice,0.0014005807277308,-0.0024690130048244,0.0202017137051819
log(GDP),17,ForeignDemand,0.0030573395083656,-0.0034719512522803,0.0613766243411439
log(GDP),17,GovSpending,-0.0028077184699842,-0.0688266210506233,0.0430439228057179
log(GDP),17,IntRate,-0.005003353657723,-0.1045436702887054,0.0290273146495972
log(GDP),17,OilPrice,0.0012147175089687,-0.0018954178093448,0.0178658165361707
log(GDP),18,ForeignDemand,0.002555912202362,-0.0029459517758015,0.0532959730804454
log(GDP),18,GovSpending,-0.00155323332804,-0.0586895941622245,0.0402803333178866
log(GDP),18,IntRate,-0.0042235797537807,-0.0956656201215963,0.0247808886957763
log(GDP),18,OilPrice,0.0009925239021921,-0.0016224311697837,0.0171664015085395
log(GDP),19,ForeignDemand,0.0022996716848911,-0.0026127255289092,0.0487109155819175
log(GDP),19,GovSpending,-0.0007393189995908,-0.0512187532978126,0.0365538693278709
log(GDP),19,IntRate,-0.0034067594682473,-0.0877769717580156,0.0213604358012877
log(GDP),19,OilPrice,0.0007258197352482,-0.0013133760187463,0.0165087844858834
log(GDP),20,ForeignDemand,0.001835583092735,-0.0023271145834128,0.0476849996452455
log(GDP),20,GovSpending,-0.0003082071175157,-0.0447141389952529,0.0336351832558405
log(GDP),20,IntRate,-0.002667989091231,-0.0843542120506501,0.0223625598727594
log(GDP),20,OilPrice,0.0005908273083416,-0.0010705694629916,0.0150882477985438
log(GDP),21,ForeignDemand,0.0016011625719414,-0.002041573565904,0.0450803938320945
log(GDP),21,GovSpending,-8.919933193048382e-05,-0.0377332337865274,0.0305113536069394
log(GDP),21,IntRate,-0.0021134288131266,-0.0815923351838509,0.021357819409359
log(GDP),21,OilPrice,0.0004241694123595,-0.0009607034988155,0.013747348616019
log(GDP),22,ForeignDemand,0.0014933940254553,-0.001695318917014,0.0437662801021441
log(GDP),22,GovSpending,2.043424526395229e-05,-0.0318310286742356,0.0273535961871475
log(GDP),22,IntRate,-0.0016122908220567,-0.0723265915383654,0.0189852994422852
log(GDP),22,OilPrice,0.0003434510775478,-0.0010148177051526,0.0126530394015306
log(GDP),23,ForeignDemand,0.0012473902693013,-0.0013938200001526,0.0417067029126492
log(GDP),23,GovSpending,5.240558887709124e-05,-0.0272053187131673,0.0248821975664384
log(GDP),23,IntRate,-0.0012443470088044,-0.0617682731421243,0.0160385558618618
log(GDP),23,OilPrice,0.0002514803486496,-0.0009752603921212,0.0117714144534876
log(GDP),24,ForeignDemand,0.0009719280350509,-0.0010931179593301,0.0404398505231811
log(GDP),24,GovSpending,8.95470802597402e-05,-0.0227366113939378,0.022671471665108
log(GDP),24,IntRate,-0.0009725828927197,-0.0549666439205869,0.0141553893288125
log(GDP),24,OilPrice,0.0001939848539964,-0.0009987938858385,0.0110737110625329
log(C),0,ForeignDemand,0.5022816112029711,0.4177986619665753,0.5893912353657964
log(C),0,GovSpending,0.0616637348482111,-0.0447995958247232,0.1671317176136437
log(C),0,IntRate,-0.1491621396982664,-0.3013263798988369,0.00385530329183
log(C),0,OilPrice,-0.0127558958756148,-0.0277889226680448,0.0003463309485918
log(C),1,ForeignDemand,0.215141137071451,0.0727904377294205,0.3823440423790799
log(C),1,GovSpending,0.0863629065884721,-0.0407528594839016,0.2137946978024663
log(C),1,IntRate,-0.1876463567593361,-0.5022110218047405,0.1205962787832149
log(C),1,OilPrice,-0.0124261927982137,-0.0398984408032264,0.0092949621024248
log(C),2,ForeignDemand,0.0763352890842914,-0.0802272074499843,0.2741839531144832
log(C),2,GovSpending,0.0857699764452232,-0.0601988654716399,0.2348431226493783
log(C),2,IntRate,-0.1130442931886878,-0.4526166482603967,0.2356429737131876
log(C),2,OilPrice,-0.0138633190704313,-0.0438901327012881,0.01319950716219
log(C),3,ForeignDemand,0.029626076551227,-0.115998962703588,0.2296593260207001
log(C),3,GovSpending,0.0550515682381945,-0.0934158979959782,0.2111145709403468
log(C),3,IntRate,-0.0655051478504941,-0.4313345245418882,0.2828512531973943
log(C),3,OilPrice,-0.0096787252559113,-0.0384814234524583,0.0179159486089468
log(C),4,ForeignDemand,0.0207264260714912,-0.1042721162314301,0.1976737273641214
log(C),4,GovSpending,0.0234744804318797,-0.1154650462774357,0.1821331380250627
log(C),4,IntRate,-0.0374724606208878,-0.4073066646603817,0.2602561404096912
log(C),4,OilPrice,-0.0026309144100225,-0.027455649179454,0.0230967321551439
log(C),5,ForeignDemand,0.0217944465610368,-0.083752303297471,0.1830698265739337
log(C),5,GovSpending,0.0014027368422609,-0.1254332898879165,0.1535631213205515
log(C),5,IntRate,-0.0269609726902828,-0.3702596148536781,0.2273904908650602
log(C),5,OilPrice,0.0033136559783533,-0.017091951553003,0.0250918057040905
log(C),6,ForeignDemand,0.0248973777493644,-0.0649328159159151,0.1695846981550062
log(C),6,GovSpending,-0.0094462938833167,-0.1222665278570448,0.1294582010102608
log(C),6,IntRate,-0.0286571921291966,-0.3655129286525691,0.1916668581530427
log(C),6,OilPrice,0.006736608492896,-0.009800510507777,0.0253521950152126
log(C),7,ForeignDemand,0.0237950430621528,-0.0545236046054685,0.1715355753142483
log(C),7,GovSpending,-0.0137715787816516,-0.1136398268250614,0.1102346910052715
log(C),7,IntRate,-0.0336044813239499,-0.3410140572420323,0.1629996932304344
log(C),7,OilPrice,0.0069520014970433,-0.0068354902340548,0.023019490233301
log(C),8,ForeignDemand,0.0205485154757685,-0.0469996634178681,0.1678238627155964
log(C),8,GovSpending,-0.0152578543882194,-0.104590831626675,0.0947706357965462
log(C),8,IntRate,-0.0369338085960983,-0.3004863066407214,0.1330991160547606
log(C),8,OilPrice,0.0058303457427671,-0.003951499519967,0.0197195863369417
log(C),9,ForeignDemand,0.0174205555485317,-0.0362840674020691,0.1627128784984682
log(C),9,GovSpending,-0.0139669793567223,-0.0936805012700839,0.0823926309134134
log(C),9,IntRate,-0.037089359779724,-0.2788449248933845,0.1047241592528764
log(C),9,OilPrice,0.0041137208911625,-0.0023940863652356,0.015247718865032
log(C),10,ForeignDemand,0.0145379540459416,-0.0281443266451108,0.1470030682580256
log(C),10,GovSpending,-0.011786134278603,-0.0839367957246226,0.071940305130895
log(C),10,IntRate,-0.0308963464986974,-0.2381030923945701,0.0840244993902369
log(C),10,OilPrice,0.0029334312058953,-0.0017171333780971,0.012581093127872
log(C),11,ForeignDemand,0.0120225475319484,-0.0232819563579398,0.1380412897942499
log(C),11,GovSpending,-0.0092674501205359,-0.073495158813782,0.0637456829464401
log(C),11,IntRate,-0.023989259889916,-0.2017944855326968,0.0699122533512243
log(C),11,OilPrice,0.002023631931261,-0.0018330132547825,0.0103544579152343
log(C),12,ForeignDemand,0.010724005802562,-0.0181270548847777,0.1290597900041793
log(C),12,GovSpending,-0.0070670074277273,-0.0632363493342825,0.0568842541546548
log(C),12,IntRate,-0.0180059338006888,-0.1902771016293943,0.0600451630967918
log(C),12,OilPrice,0.001439556934588,-0.0016205741989603,0.0086193084338143
log(C),13,ForeignDemand,0.0093044706983,-0.0146968604118174,0.1171075637731404
log(C),13,GovSpending,-0.0050250527256784,-0.0548821454962628,0.0502788639840802
log(C),13,IntRate,-0.0171279056016546,-0.1755062843144787,0.0531569564522181
log(C),13,OilPrice,0.0011035124556012,-0.0012582719799911,0.0066953820366625
log(C),14,ForeignDemand,0.0081662461949963,-0.0121389975401804,0.1076223034396181
log(C),14,GovSpending,-0.0032193144349423,-0.0468212018437317,0.0456029200483016
log(C),14,IntRate,-0.0136767568553041,-0.1598997488085149,0.0450719018813494
log(C),14,OilPrice,0.000853770670789,-0.000881010804531,0.0055355155673369
log(C),15,ForeignDemand,0.007023031421046,-0.0098136214980531,0.1012031636631768
log(C),15,GovSpending,-0.0020435653861039,-0.0395568161377174,0.0411563850926563
log(C),15,IntRate,-0.0105921368214504,-0.1470474677449287,0.0409698670447081
log(C),15,OilPrice,0.0006162766338285,-0.0006250980619146,0.0046487111940339
log(C),16,ForeignDemand,0.0061965676685095,-0.0078382649836104,0.0966923791990284
log(C),16,GovSpending,-0.0012157358746641,-0.0332861215219573,0.0382433349392498
log(C),16,IntRate,-0.0079192980667316,-0.1383699469224178,0.0366444073076664
log(C),16,OilPrice,0.0004792419805169,-0.0005754662062677,0.0036917846024582
log(C),17,ForeignDemand,0.0054403142234206,-0.0059809331194939,0.0899184527040419
log(C),17,GovSpending,-0.0005810601993077,-0.0286081291006324,0.034729428137295
log(C),17,IntRate,-0.0065217370856538,-0.1348820132694311,0.03160701394183
log(C),17,OilPrice,0.0003382562563936,-0.0005868493121519,0.0031917935917166
log(C),18,ForeignDemand,0.0044379072858424,-0.0047062230442275,0.083858144222761
log(C),18,GovSpending,-0.0002066917760528,-0.0242362065246143,0.0320323491966488
log(C),18,IntRate,-0.0053008024435121,-0.1303847759456639,0.0264269020409913
log(C),18,OilPrice,0.0002153773014445,-0.0004562391074096,0.002648318009332
log(C),19,ForeignDemand,0.0034683987383038,-0.0038323109839964,0.0747836230609559
log(C),19,GovSpending,-4.68367338508965e-05,-0.0204611326714993,0.0296053412200029
log(C),19,IntRate,-0.0039671093524376,-0.123760084612577,0.0234726095514617
log(C),19,OilPrice,0.0001549800613097,-0.0003520017809358,0.0021668520617736
log(C),20,ForeignDemand,0.0029954269162536,-0.0032882085691452,0.0667653424706399
log(C),20,GovSpending,6.175777899615591e-05,-0.0171946449050879,0.0271586915133691
log(C),20,IntRate,-0.0030140089046538,-0.1160064769714969,0.0211466905538941
log(C),20,OilPrice,0.0001052990605233,-0.0002247123430442,0.001833774819753
log(C),21,ForeignDemand,0.0026235686040218,-0.0026887242845772,0.0641456151509905
log(C),21,GovSpending,0.0001293493342737,-0.014511860764977,0.0245056546603134
log(C),21,IntRate,-0.0024860427940283,-0.1049993977503083,0.0188405937401081
log(C),21,OilPrice,9.005431512995338e-05,-0.0001548931614397,0.0015510726742509
log(C),22,ForeignDemand,0.0022141581009472,-0.002327442225493,0.062479407031788
log(C),22,GovSpending,0.0001652900388929,-0.0123260831969372,0.0229640051564513
log(C),22,IntRate,-0.0021154053964106,-0.0953910138891899,0.0168048921711609
log(C),22,OilPrice,6.793521027222478e-05,-9.012611917938614e-05,0.0014734562270079
log(C),23,ForeignDemand,0.0017323936948399,-0.0019121725664291,0.0625451086893552
log(C),23,GovSpending,0.0001504141753736,-0.0108844477204974,0.021435941900957
log(C),23,IntRate,-0.0015196957171252,-0.0834572874720738,0.0162315983176468
log(C),23,OilPrice,5.062924746119344e-05,-6.371351127503357e-05,0.0015116464894639
log(C),24,ForeignDemand,0.0017175556778591,-0.0015187611983957,0.0576264951685567
log(C),24,GovSpending,0.0001336829195592,-0.0093395441560973,0.0196707907391108
log(C),24,IntRate,-0.0012801475829504,-0.0742184450287112,0.0146049758008482
log(C),24,OilPrice,3.836848016227794e-05,-4.728076606107672e-05,0.0012794971317732
log(IM),0,ForeignDemand,0.8660559646547646,0.7126844525968548,1.011718560397824
log(IM),0,GovSpending,-0.2755662795989317,-0.6335069647097928,0.0890584400150896
log(IM),0,IntRate,-0.9184197934500296,-1.283051211743678,-0.6567834762195081
log(IM),0,OilPrice,-0.0410661494825281,-0.0662135473288973,-0.0113047315533235
log(IM),1,ForeignDemand,0.6263325160552611,0.4479111420128825,0.8492608351596588
log(IM),1,GovSpending,-0.2626243751065388,-0.6065218079694283,0.0819496206791994
log(IM),1,IntRate,-0.6583973918075505,-1.011071396080359,-0.414097143947649
log(IM),1,OilPrice,-0.0520142508322973,-0.083472166673135,-0.022536335988738
log(IM),2,ForeignDemand,0.2193024943269036,0.0263316871860419,0.4733635235845076
log(IM),2,GovSpending,-0.2720246495343865,-0.6814420468825664,0.1335114046244699
log(IM),2,IntRate,-0.1752567036811097,-0.4602450902841883,0.0120735942038317
log(IM),2,OilPrice,-0.0489040298131459,-0.0788282517576516,-0.0215650121090526
log(IM),3,ForeignDemand,-0.0235558328868881,-0.1765147580931529,0.2001912134826016
log(IM),3,GovSpending,-0.2493464433768182,-0.6957943229246888,0.200486146415097
log(IM),3,IntRate,0.0064430001172202,-0.2023250910709443,0.1876579930340562
log(IM),3,OilPrice,-0.0395571873442133,-0.068118190129325,-0.0163663327101685
log(IM),4,ForeignDemand,-0.1020879019328122,-0.2245612054281776,0.0584805840261933
log(IM),4,GovSpending,-0.2179730031026898,-0.6723580000916262,0.2448575481743911
log(IM),4,IntRate,0.0425115578965102,-0.1329299866538874,0.2033604058934459
log(IM),4,OilPrice,-0.0264878769055543,-0.0492519848378614,-0.0080366782777924
log(IM),5,ForeignDemand,-0.0927421078574263,-0.2072016714888316,0.0202048732281356
log(IM),5,GovSpending,-0.1839189789503085,-0.6266560290252642,0.2697342770231356
log(IM),5,IntRate,0.0301737690303197,-0.1222701688312222,0.178865317289887
log(IM),5,OilPrice,-0.0142486014203915,-0.0305930978156971,0.0001221086982859
log(IM),6,ForeignDemand,-0.0632167885590389,-0.1678318359677825,0.0146902693117276
log(IM),6,GovSpending,-0.1519845848329995,-0.571191150216943,0.2849879050664699
log(IM),6,IntRate,0.0179916695554536,-0.1087921549385726,0.1606918349051335
log(IM),6,OilPrice,-0.0044113591862006,-0.0179505574037914,0.0056747482365742
log(IM),7,ForeignDemand,-0.0379782958651463,-0.1224177539431185,0.0173234335900465
log(IM),7,GovSpending,-0.1234640804035733,-0.5132851478819961,0.2772661144402934
log(IM),7,IntRate,0.0153628774338903,-0.1028317660920765,0.1380388773039656
log(IM),7,OilPrice,-2.920120746001159e-05,-0.0097600873740934,0.0103328797211155
log(IM),8,ForeignDemand,-0.0203657175998156,-0.0830357352502353,0.0193923326700591
log(IM),8,GovSpending,-0.0984893851357754,-0.4499611378294686,0.2687822522775787
log(IM),8,IntRate,0.0145757267101075,-0.0892350238857859,0.1250366502232419
log(IM),8,OilPrice,0.001312633489183,-0.0047391780897972,0.010792481796994
log(IM),9,ForeignDemand,-0.0117939210484175,-0.0599726026242372,0.0186005071304602
log(IM),9,GovSpending,-0.0777809862237069,-0.389274551515195,0.252589400135858
log(IM),9,IntRate,0.0142300774681909,-0.0745965241893377,0.1071261435994659
log(IM),9,OilPrice,0.0012484014760215,-0.0023980530167355,0.0077587508021433
log(IM),10,ForeignDemand,-0.0079140277032122,-0.041832470740412,0.0165939056590379
log(IM),10,GovSpending,-0.0601580788807259,-0.3342932500967651,0.2354208120317116
log(IM),10,IntRate,0.0142969730645487,-0.0588695016614059,0.0912652807434766
log(IM),10,OilPrice,0.0008045201986335,-0.0019367325602298,0.004667939669706
log(IM),11,ForeignDemand,-0.0048277470115173,-0.0313939033809724,0.0142612972964191
log(IM),11,GovSpending,-0.0464881468735218,-0.2859016201385443,0.2158956559609811
log(IM),11,IntRate,0.011871473853442,-0.0460475713891533,0.0786484801630118
log(IM),11,OilPrice,0.0004290176252394,-0.0015329652604025,0.0030571046286554
log(IM),12,ForeignDemand,-0.0029600605950419,-0.0229044058171542,0.0136416313217514
log(IM),12,GovSpending,-0.034383399082155,-0.2475239121497046,0.1971879694615946
log(IM),12,IntRate,0.0094030843762651,-0.0353560511317988,0.0739843723269087
log(IM),12,OilPrice,0.0002595084619426,-0.0014679590298361,0.0022637630817484
log(IM),13,ForeignDemand,-0.0018534815137538,-0.0175579347539504,0.0120214270521695
log(IM),13,GovSpending,-0.0256003994815137,-0.2134224617111654,0.1800467768989799
log(IM),13,IntRate,0.0073203198210021,-0.0258430970074783,0.0651079435697952
log(IM),13,OilPrice,0.0001646577337472,-0.0011600989493034,0.0016730013362052
log(IM),14,ForeignDemand,-0.0011060022595031,-0.0138340123264946,0.0099886400523136
log(IM),14,GovSpending,-0.0173928478273073,-0.1820337525263644,0.1619525009066493
log(IM),14,IntRate,0.005283459965841,-0.0216463890502245,0.0580503206210814
log(IM),14,OilPrice,0.0001356157832529,-0.0009283576612517,0.0012406441371246
log(IM),15,ForeignDemand,-0.0006743126939072,-0.0107147571160582,0.0092866465142582
log(IM),15,GovSpending,-0.0112255148480409,-0.1557928251963877,0.1458958057662222
log(IM),15,IntRate,0.003343956947056,-0.0179112206264926,0.0494568157730353
log(IM),15,OilPrice,8.795844263311456e-05,-0.0006360400889762,0.000977412899272
log(IM),16,ForeignDemand,-0.0004083804311254,-0.0082438645595359,0.0078918848919508
log(IM),16,GovSpending,-0.0072054688173142,-0.1326729447684867,0.1291086299510595
log(IM),16,IntRate,0.0024058163931192,-0.0129767261772283,0.0407595480264422
log(IM),16,OilPrice,5.897373757672891e-05,-0.0004477590738787,0.0007486714316981
log(IM),17,ForeignDemand,-0.0001935770732184,-0.006291411637131,0.0069513820919721
log(IM),17,GovSpending,-0.0043348823810364,-0.1117909513548522,0.1183064527268537
log(IM),17,IntRate,0.0016992339488874,-0.010444692477006,0.0333016859509085
log(IM),17,OilPrice,2.682525047425533e-05,-0.0003602952182984,0.0005442933399476
log(IM),18,ForeignDemand,-4.952605257351047e-05,-0.0050255989980053,0.0056834913981911
log(IM),18,GovSpending,-0.0026779531581699,-0.0957214248259471,0.1082790987515592
log(IM),18,IntRate,0.0011312075516253,-0.0096681197853666,0.0275751479106266
log(IM),18,OilPrice,7.751227739120108e-06,-0.0003130607270926,0.0003594969461491
log(IM),19,ForeignDemand,-2.825260643873059e-05,-0.0041238071693461,0.0054225253778119
log(IM),19,GovSpending,-0.0016621863699808,-0.0814039335131845,0.097070619867501
log(IM),19,IntRate,0.0007745032753994,-0.0081930183120595,0.0236942070141996
log(IM),19,OilPrice,2.062700845260038e-06,-0.0002093166584865,0.000245805179231
log(IM),20,ForeignDemand,-1.852288811347167e-05,-0.0032412087753194,0.0044733927933234
log(IM),20,GovSpending,-0.0008090850024358,-0.0697066261942004,0.0880563034626052
log(IM),20,IntRate,0.0005250555143302,-0.0071036414982608,0.0194579041460635
log(IM),20,OilPrice,-6.268699440177954e-07,-0.0001431421021886,0.0001637456619014
log(IM),21,ForeignDemand,-7.67542482972123e-06,-0.0026972718354271,0.0039178964316155
log(IM),21,GovSpending,-0.000103452247742,-0.0599849024960241,0.0804646060905826
log(IM),21,IntRate,0.0003600154035735,-0.0058449532739236,0.0157416024711763
log(IM),21,OilPrice,4.45045208393305e-07,-9.821465799985266e-05,0.000142133601175
log(IM),22,ForeignDemand,-6.074933961820119e-06,-0.0021811055373793,0.0030165765589984
log(IM),22,GovSpending,0.0001499622965786,-0.0518931474167517,0.0724928982831268
log(IM),22,IntRate,0.0002546247241471,-0.0044776690041607,0.0132096114103638
log(IM),22,OilPrice,7.488968626805014e-07,-6.425634914847274e-05,0.0001155051806051
log(IM),23,ForeignDemand,-4.293374166794928e-06,-0.0017420547971535,0.0024183748690408
log(IM),23,GovSpending,0.0002500029700364,-0.0438004290809232,0.0648964060921724
log(IM),23,IntRate,0.0001903217605407,-0.0033124302064119,0.0108493259980892
log(IM),23,OilPrice,3.703620907165315e-07,-5.136582861125722e-05,8.326040320410095e-05
log(IM),24,ForeignDemand,-6.249923217500746e-06,-0.001323734265703,0.0021051236161664
log(IM),24,GovSpending,0.0003578108508879,-0.0376834802089983,0.0585474653234097
log(IM),24,IntRate,0.0001273357449324,-0.0025286115435959,0.0090385317781182
log(IM),24,OilPrice,2.899681712603433e-07,-4.085431000005595e-05,4.861241219849697e-05
log(IBx),0,ForeignDemand,0.8660559646547646,0.7126844525968548,1.011718560397824
log(IBx),0,GovSpending,-0.0007135400965115,-0.4299194233787665,0.4169592801328094
log(IBx),0,IntRate,-0.9184197934500296,-1.283051211743678,-0.6567834762195081
log(IBx),0,OilPrice,-0.0541584666219698,-0.0921269574424202,-0.0212390270293222
log(IBx),1,ForeignDemand,0.6263325160552611,0.4479111420128825,0.8492608351596588
log(IBx),1,GovSpending,0.1896196384246962,-0.2428793849646991,0.6100387056869649
log(IBx),1,IntRate,-0.6583973918075505,-1.011071396080359,-0.414097143947649
log(IBx),1,OilPrice,-0.045987047427711,-0.090756452030496,0.0095723520642158
log(IBx),2,ForeignDemand,0.2193024943269036,0.0263316871860419,0.4733635235845076
log(IBx),2,GovSpending,0.3046635035952061,-0.1661384399897859,0.7839576494248689
log(IBx),2,IntRate,-0.1752567036811097,-0.4602450902841883,0.0120735942038317
log(IBx),2,OilPrice,-0.0525587937314183,-0.0971479972561201,0.00324963689335
log(IBx),3,ForeignDemand,-0.0235558328868881,-0.1765147580931529,0.2001912134826016
log(IBx),3,GovSpending,0.2761574576070259,-0.2347437332022444,0.8193873337643421
log(IBx),3,IntRate,0.0064430001172202,-0.2023250910709443,0.1876579930340562
log(IBx),3,OilPrice,-0.051854163976717,-0.1011854007765911,-0.0156371254123654
log(IBx),4,ForeignDemand,-0.1020879019328122,-0.2245612054281776,0.0584805840261933
log(IBx),4,GovSpending,0.1534707809247408,-0.3881606451771892,0.7542449625647946
log(IBx),4,IntRate,0.0425115578965102,-0.1329299866538874,0.2033604058934459
log(IBx),4,OilPrice,-0.0460444676584296,-0.0888330205716278,-0.0178230341350913
log(IBx),5,ForeignDemand,-0.0927421078574263,-0.2072016714888316,0.0202048732281356
log(IBx),5,GovSpending,0.0176533948036781,-0.5347817518531319,0.6554617243372542
log(IBx),5,IntRate,0.0301737690303197,-0.1222701688312222,0.178865317289887
log(IBx),5,OilPrice,-0.0334148661720677,-0.0657481245390469,-0.0076744644410885
log(IBx),6,ForeignDemand,-0.0632167885590389,-0.1678318359677825,0.0146902693117276
log(IBx),6,GovSpending,-0.0912791742791066,-0.6300354797522789,0.5337754214718334
log(IBx),6,IntRate,0.0179916695554536,-0.1087921549385726,0.1606918349051335
log(IBx),6,OilPrice,-0.0194749705194323,-0.0436854229426008,0.0028347016301124
log(IBx),7,ForeignDemand,-0.0379782958651463,-0.1224177539431185,0.0173234335900465
log(IBx),7,GovSpending,-0.1536187788133246,-0.6516275322006465,0.4328034392647506
log(IBx),7,IntRate,0.0153628774338903,-0.1028317660920765,0.1380388773039656
log(IBx),7,OilPrice,-0.0072430724362608,-0.0283511856730556,0.0105969735627229
log(IBx),8,ForeignDemand,-0.0203657175998156,-0.0830357352502353,0.0193923326700591
log(IBx),8,GovSpending,-0.1647642883569287,-0.6146962727578453,0.3585391828759195
log(IBx),8,IntRate,0.0145757267101075,-0.0892350238857859,0.1250366502232419
log(IBx),8,OilPrice,-0.0017437138471156,-0.0184893191544214,0.0172427401056711
log(IBx),9,ForeignDemand,-0.0117939210484175,-0.0599726026242372,0.0186005071304602
log(IBx),9,GovSpending,-0.1362339515689347,-0.5486456529855819,0.3074266033490474
log(IBx),9,IntRate,0.0142300774681909,-0.0745965241893377,0.1071261435994659
log(IBx),9,OilPrice,0.0011824766769715,-0.0116451702196469,0.0165380247600938
log(IBx),10,ForeignDemand,-0.0079140277032122,-0.041832470740412,0.0165939056590379
log(IBx),10,GovSpending,-0.0942233822252991,-0.4627080678452429,0.272645599760413
log(IBx),10,IntRate,0.0142969730645487,-0.0588695016614059,0.0912652807434766
log(IBx),10,OilPrice,0.0016163801092208,-0.0082432615545508,0.0128930320431978
log(IBx),11,ForeignDemand,-0.0048277470115173,-0.0313939033809724,0.0142612972964191
log(IBx),11,GovSpending,-0.0542937182713667,-0.374873384767865,0.2669561944752145
log(IBx),11,IntRate,0.011871473853442,-0.0460475713891533,0.0786484801630118
log(IBx),11,OilPrice,0.0014117813814353,-0.0055058910914406,0.0080461601765754
log(IBx),12,ForeignDemand,-0.0029600605950419,-0.0229044058171542,0.0136416313217514
log(IBx),12,GovSpending,-0.0258632854524224,-0.2924512054839792,0.2621080585630695
log(IBx),12,IntRate,0.0094030843762651,-0.0353560511317988,0.0739843723269087
log(IBx),12,OilPrice,0.0009116323710123,-0.0038582204023904,0.0057908216368135
log(IBx),13,ForeignDemand,-0.0018534815137538,-0.0175579347539504,0.0120214270521695
log(IBx),13,GovSpending,-0.0066662854179309,-0.2289901157811626,0.2465154680567185
log(IBx),13,IntRate,0.0073203198210021,-0.0258430970074783,0.0651079435697952
log(IBx),13,OilPrice,0.0005145938686753,-0.003072595847511,0.0042778761297509
log(IBx),14,ForeignDemand,-0.0011060022595031,-0.0138340123264946,0.0099886400523136
log(IBx),14,GovSpending,0.0029660836483424,-0.1800178177855413,0.2281787953972004
log(IBx),14,IntRate,0.005283459965841,-0.0216463890502245,0.0580503206210814
log(IBx),14,OilPrice,0.0002500641676239,-0.0025206592600042,0.003500798346063
log(IBx),15,ForeignDemand,-0.0006743126939072,-0.0107147571160582,0.0092866465142582
log(IBx),15,GovSpending,0.0074643549987317,-0.1432454341050082,0.2080802774054577
log(IBx),15,IntRate,0.003343956947056,-0.0179112206264926,0.0494568157730353
log(IBx),15,OilPrice,0.0001378956860804,-0.0018982872482009,0.0025691050657265
log(IBx),16,ForeignDemand,-0.0004083804311254,-0.0082438645595359,0.0078918848919508
log(IBx),16,GovSpending,0.0069816830403499,-0.11679210748455,0.1789403094980626
log(IBx),16,IntRate,0.0024058163931192,-0.0129767261772283,0.0407595480264422
log(IBx),16,OilPrice,8.952449651166162e-05,-0.001402012078308,0.0020332987210877
log(IBx),17,ForeignDemand,-0.0001935770732184,-0.006291411637131,0.0069513820919721
log(IBx),17,GovSpending,0.0052810334176503,-0.0962850309297977,0.1584991636997425
log(IBx),17,IntRate,0.0016992339488874,-0.010444692477006,0.0333016859509085
log(IBx),17,OilPrice,3.980782371971945e-05,-0.0011974472992404,0.001529249788388
log(IBx),18,ForeignDemand,-4.952605257351047e-05,-0.0050255989980053,0.0056834913981911
log(IBx),18,GovSpending,0.0042000590930246,-0.0801249846077412,0.1385543327955676
log(IBx),18,IntRate,0.0011312075516253,-0.0096681197853666,0.0275751479106266
log(IBx),18,OilPrice,2.809541832703915e-05,-0.0009046246594439,0.0011549304784439
log(IBx),19,ForeignDemand,-2.825260643873059e-05,-0.0041238071693461,0.0054225253778119
log(IBx),19,GovSpending,0.002391368747033,-0.0699356571137621,0.1218413677155678
log(IBx),19,IntRate,0.0007745032753994,-0.0081930183120595,0.0236942070141996
log(IBx),19,OilPrice,1.449554497346961e-05,-0.0005854946350961,0.0008766775141618
log(IBx),20,ForeignDemand,-1.852288811347167e-05,-0.0032412087753194,0.0044733927933234
log(IBx),20,GovSpending,0.0019061919162666,-0.0629056588561865,0.1062535495982826
log(IBx),20,IntRate,0.0005250555143302,-0.0071036414982608,0.0194579041460635
log(IBx),20,OilPrice,1.155287173520861e-05,-0.0004622117902953,0.0007029073698046
log(IBx),21,ForeignDemand,-7.67542482972123e-06,-0.0026972718354271,0.0039178964316155
log(IBx),21,GovSpending,0.0015990926570147,-0.0548823054691957,0.0941906096992358
log(IBx),21,IntRate,0.0003600154035735,-0.0058449532739236,0.0157416024711763
log(IBx),21,OilPrice,4.517625387966885e-06,-0.000333958203461,0.000552711848139
log(IBx),22,ForeignDemand,-6.074933961820119e-06,-0.0021811055373793,0.0030165765589984
log(IBx),22,GovSpending,0.0014007536856874,-0.0468511912810106,0.0839493016202645
log(IBx),22,IntRate,0.0002546247241471,-0.0044776690041607,0.0132096114103638
log(IBx),22,OilPrice,2.79089650614188e-06,-0.0002449386835498,0.0003842998727294
log(IBx),23,ForeignDemand,-4.293374166794928e-06,-0.0017420547971535,0.0024183748690408
log(IBx),23,GovSpending,0.00147721503693,-0.0392454064032295,0.0719869608768475
log(IBx),23,IntRate,0.0001903217605407,-0.0033124302064119,0.0108493259980892
log(IBx),23,OilPrice,1.842028784622838e-06,-0.0001817807817118,0.00026251450374
log(IBx),24,ForeignDemand,-6.249923217500746e-06,-0.001323734265703,0.0021051236161664
log(IBx),24,GovSpending,0.0013308376940676,-0.031394996542552,0.0642150056295426
log(IBx),24,IntRate,0.0001273357449324,-0.0025286115435959,0.0090385317781182
log(IBx),24,OilPrice,8.245696941061349e-07,-0.0001512769675399,0.0001990228149066
log(Ibol),0,ForeignDemand,0.7777583562238758,0.5707081012259514,0.9812648019382442
